country_code,lookback,month,humidity,continent,country,iso_a3
AF,L10Y,1,2.6217534463386216,Asia (South),Afghanistan,AFG
AF,L10Y,2,3.147217084573521,Asia (South),Afghanistan,AFG
AF,L10Y,3,3.922821038303288,Asia (South),Afghanistan,AFG
AF,L10Y,4,5.010403005608821,Asia (South),Afghanistan,AFG
AF,L10Y,5,5.067565523715231,Asia (South),Afghanistan,AFG
AF,L10Y,6,4.373813794661009,Asia (South),Afghanistan,AFG
AF,L10Y,7,5.030680653866931,Asia (South),Afghanistan,AFG
AF,L10Y,8,5.528343043167805,Asia (South),Afghanistan,AFG
AF,L10Y,9,4.172674040244432,Asia (South),Afghanistan,AFG
AF,L10Y,10,3.8221543682018106,Asia (South),Afghanistan,AFG
AF,L10Y,11,3.7513362958054577,Asia (South),Afghanistan,AFG
AF,L10Y,12,3.536456865273923,Asia (South),Afghanistan,AFG
AF,L1Y,1,1.58035570490735,Asia (South),Afghanistan,AFG
AF,L1Y,2,2.800851480935992,Asia (South),Afghanistan,AFG
AF,L1Y,3,2.2990120500507585,Asia (South),Afghanistan,AFG
AF,L1Y,4,2.7291230202619197,Asia (South),Afghanistan,AFG
AF,L1Y,5,6.735325375423375,Asia (South),Afghanistan,AFG
AF,L1Y,6,3.3464897158733984,Asia (South),Afghanistan,AFG
AF,L1Y,7,4.157553856934874,Asia (South),Afghanistan,AFG
AF,L1Y,8,5.033056999564212,Asia (South),Afghanistan,AFG
AF,L1Y,9,4.068290187570885,Asia (South),Afghanistan,AFG
AF,L1Y,10,5.4427344558783215,Asia (South),Afghanistan,AFG
AF,L1Y,11,2.75592331974682,Asia (South),Afghanistan,AFG
AF,L1Y,12,3.1971538181928936,Asia (South),Afghanistan,AFG
AF,L3Y,1,3.149033869329797,Asia (South),Afghanistan,AFG
AF,L3Y,2,2.8900849467700294,Asia (South),Afghanistan,AFG
AF,L3Y,3,3.804704275326712,Asia (South),Afghanistan,AFG
AF,L3Y,4,4.150949939320085,Asia (South),Afghanistan,AFG
AF,L3Y,5,6.188522171712386,Asia (South),Afghanistan,AFG
AF,L3Y,6,4.363950326498428,Asia (South),Afghanistan,AFG
AF,L3Y,7,4.923756631493448,Asia (South),Afghanistan,AFG
AF,L3Y,8,5.6235107015032995,Asia (South),Afghanistan,AFG
AF,L3Y,9,4.645994483990306,Asia (South),Afghanistan,AFG
AF,L3Y,10,4.331543354047389,Asia (South),Afghanistan,AFG
AF,L3Y,11,3.5712054293278497,Asia (South),Afghanistan,AFG
AF,L3Y,12,3.592358465944165,Asia (South),Afghanistan,AFG
AF,L5Y,1,2.9403151181390785,Asia (South),Afghanistan,AFG
AF,L5Y,2,2.7506595710667527,Asia (South),Afghanistan,AFG
AF,L5Y,3,4.241219446734494,Asia (South),Afghanistan,AFG
AF,L5Y,4,4.5148316718204065,Asia (South),Afghanistan,AFG
AF,L5Y,5,5.495497918312369,Asia (South),Afghanistan,AFG
AF,L5Y,6,3.9947365982923917,Asia (South),Afghanistan,AFG
AF,L5Y,7,4.618888131212453,Asia (South),Afghanistan,AFG
AF,L5Y,8,5.264549321868685,Asia (South),Afghanistan,AFG
AF,L5Y,9,4.281445661687801,Asia (South),Afghanistan,AFG
AF,L5Y,10,3.793392582857292,Asia (South),Afghanistan,AFG
AF,L5Y,11,3.6307892180694337,Asia (South),Afghanistan,AFG
AF,L5Y,12,3.514808727874676,Asia (South),Afghanistan,AFG
AL,L10Y,1,3.521918062111752,Europe (South),Albania,ALB
AL,L10Y,2,5.211136309909571,Europe (South),Albania,ALB
AL,L10Y,3,4.853222534096161,Europe (South),Albania,ALB
AL,L10Y,4,6.080188965066953,Europe (South),Albania,ALB
AL,L10Y,5,8.229339207941461,Europe (South),Albania,ALB
AL,L10Y,6,8.976207088112643,Europe (South),Albania,ALB
AL,L10Y,7,10.506250562267573,Europe (South),Albania,ALB
AL,L10Y,8,11.32896044012113,Europe (South),Albania,ALB
AL,L10Y,9,10.41183174084921,Europe (South),Albania,ALB
AL,L10Y,10,8.517362206692258,Europe (South),Albania,ALB
AL,L10Y,11,6.632704103017712,Europe (South),Albania,ALB
AL,L10Y,12,5.361972272406486,Europe (South),Albania,ALB
AL,L1Y,1,4.794208261779141,Europe (South),Albania,ALB
AL,L1Y,2,6.312399228030619,Europe (South),Albania,ALB
AL,L1Y,3,4.600077174948371,Europe (South),Albania,ALB
AL,L1Y,4,5.7248731950244585,Europe (South),Albania,ALB
AL,L1Y,5,9.508503661916718,Europe (South),Albania,ALB
AL,L1Y,6,7.1115699156033365,Europe (South),Albania,ALB
AL,L1Y,7,10.565840809445643,Europe (South),Albania,ALB
AL,L1Y,8,8.416741094733482,Europe (South),Albania,ALB
AL,L1Y,9,8.518056571689614,Europe (South),Albania,ALB
AL,L1Y,10,8.071423246438355,Europe (South),Albania,ALB
AL,L1Y,11,5.498778453487971,Europe (South),Albania,ALB
AL,L1Y,12,4.364191275761785,Europe (South),Albania,ALB
AL,L3Y,1,3.623866378955699,Europe (South),Albania,ALB
AL,L3Y,2,6.097273678597549,Europe (South),Albania,ALB
AL,L3Y,3,4.770677614142449,Europe (South),Albania,ALB
AL,L3Y,4,5.236472806104065,Europe (South),Albania,ALB
AL,L3Y,5,7.9017599440554225,Europe (South),Albania,ALB
AL,L3Y,6,7.872496133306426,Europe (South),Albania,ALB
AL,L3Y,7,11.345549179984825,Europe (South),Albania,ALB
AL,L3Y,8,11.578180222899555,Europe (South),Albania,ALB
AL,L3Y,9,10.741642461718035,Europe (South),Albania,ALB
AL,L3Y,10,8.55285150440914,Europe (South),Albania,ALB
AL,L3Y,11,6.667028762511898,Europe (South),Albania,ALB
AL,L3Y,12,4.1027529076702915,Europe (South),Albania,ALB
AL,L5Y,1,3.7685527499121316,Europe (South),Albania,ALB
AL,L5Y,2,5.830356922377304,Europe (South),Albania,ALB
AL,L5Y,3,5.0534190650676445,Europe (South),Albania,ALB
AL,L5Y,4,5.592898231575424,Europe (South),Albania,ALB
AL,L5Y,5,8.158509967562729,Europe (South),Albania,ALB
AL,L5Y,6,9.188929610554418,Europe (South),Albania,ALB
AL,L5Y,7,11.34719891016802,Europe (South),Albania,ALB
AL,L5Y,8,11.744991987638523,Europe (South),Albania,ALB
AL,L5Y,9,10.399130546664624,Europe (South),Albania,ALB
AL,L5Y,10,8.287367430003563,Europe (South),Albania,ALB
AL,L5Y,11,7.001986916655385,Europe (South),Albania,ALB
AL,L5Y,12,4.906653624097162,Europe (South),Albania,ALB
DZ,L10Y,1,3.5801546964743443,Africa (North),Algeria,DZA
DZ,L10Y,2,3.5004724414869606,Africa (North),Algeria,DZA
DZ,L10Y,3,3.4848529805677493,Africa (North),Algeria,DZA
DZ,L10Y,4,3.7496123522651934,Africa (North),Algeria,DZA
DZ,L10Y,5,4.298378121287975,Africa (North),Algeria,DZA
DZ,L10Y,6,5.24377927088529,Africa (North),Algeria,DZA
DZ,L10Y,7,4.932234909399497,Africa (North),Algeria,DZA
DZ,L10Y,8,5.655305321728553,Africa (North),Algeria,DZA
DZ,L10Y,9,7.023248953010398,Africa (North),Algeria,DZA
DZ,L10Y,10,6.096622551167845,Africa (North),Algeria,DZA
DZ,L10Y,11,5.694224041793771,Africa (North),Algeria,DZA
DZ,L10Y,12,4.383285563377395,Africa (North),Algeria,DZA
DZ,L1Y,1,3.2973219576926436,Africa (North),Algeria,DZA
DZ,L1Y,2,4.441734535503869,Africa (North),Algeria,DZA
DZ,L1Y,3,3.0017915899603276,Africa (North),Algeria,DZA
DZ,L1Y,4,2.7771806873729705,Africa (North),Algeria,DZA
DZ,L1Y,5,6.287029678444465,Africa (North),Algeria,DZA
DZ,L1Y,6,4.9763579671350335,Africa (North),Algeria,DZA
DZ,L1Y,7,4.054399228397001,Africa (North),Algeria,DZA
DZ,L1Y,8,4.989423857155669,Africa (North),Algeria,DZA
DZ,L1Y,9,5.184084589276586,Africa (North),Algeria,DZA
DZ,L1Y,10,4.98358041554437,Africa (North),Algeria,DZA
DZ,L1Y,11,5.066123136703562,Africa (North),Algeria,DZA
DZ,L1Y,12,4.2371245580483015,Africa (North),Algeria,DZA
DZ,L3Y,1,3.4191772613259515,Africa (North),Algeria,DZA
DZ,L3Y,2,3.781590975822914,Africa (North),Algeria,DZA
DZ,L3Y,3,3.1478297977659646,Africa (North),Algeria,DZA
DZ,L3Y,4,4.20118785749392,Africa (North),Algeria,DZA
DZ,L3Y,5,4.978876265300657,Africa (North),Algeria,DZA
DZ,L3Y,6,5.576555922592618,Africa (North),Algeria,DZA
DZ,L3Y,7,4.7242523390110795,Africa (North),Algeria,DZA
DZ,L3Y,8,5.684581656750047,Africa (North),Algeria,DZA
DZ,L3Y,9,7.451402297873756,Africa (North),Algeria,DZA
DZ,L3Y,10,4.9021230557391595,Africa (North),Algeria,DZA
DZ,L3Y,11,5.3626173747715615,Africa (North),Algeria,DZA
DZ,L3Y,12,4.224704188609351,Africa (North),Algeria,DZA
DZ,L5Y,1,3.576870258629068,Africa (North),Algeria,DZA
DZ,L5Y,2,3.7971055099420603,Africa (North),Algeria,DZA
DZ,L5Y,3,3.6192482162024326,Africa (North),Algeria,DZA
DZ,L5Y,4,3.7877143207682886,Africa (North),Algeria,DZA
DZ,L5Y,5,4.804260275716609,Africa (North),Algeria,DZA
DZ,L5Y,6,5.771992039867272,Africa (North),Algeria,DZA
DZ,L5Y,7,4.767636764611666,Africa (North),Algeria,DZA
DZ,L5Y,8,5.7861522048379275,Africa (North),Algeria,DZA
DZ,L5Y,9,7.314600347668243,Africa (North),Algeria,DZA
DZ,L5Y,10,5.638467627643588,Africa (North),Algeria,DZA
DZ,L5Y,11,5.323031457922144,Africa (North),Algeria,DZA
DZ,L5Y,12,4.292312919908839,Africa (North),Algeria,DZA
AO,L10Y,1,14.847295945913688,Africa (Central),Angola,AGO
AO,L10Y,2,14.499807359905999,Africa (Central),Angola,AGO
AO,L10Y,3,14.218116159006836,Africa (Central),Angola,AGO
AO,L10Y,4,14.663053556208313,Africa (Central),Angola,AGO
AO,L10Y,5,10.73771707087541,Africa (Central),Angola,AGO
AO,L10Y,6,7.746491483144315,Africa (Central),Angola,AGO
AO,L10Y,7,6.37326655596666,Africa (Central),Angola,AGO
AO,L10Y,8,6.030442136111182,Africa (Central),Angola,AGO
AO,L10Y,9,7.650784421127446,Africa (Central),Angola,AGO
AO,L10Y,10,9.8655851378831,Africa (Central),Angola,AGO
AO,L10Y,11,12.308129810829772,Africa (Central),Angola,AGO
AO,L10Y,12,14.83814661028616,Africa (Central),Angola,AGO
AO,L1Y,1,14.149725918384096,Africa (Central),Angola,AGO
AO,L1Y,2,13.159272905968448,Africa (Central),Angola,AGO
AO,L1Y,3,13.407982598962386,Africa (Central),Angola,AGO
AO,L1Y,4,14.944393345243594,Africa (Central),Angola,AGO
AO,L1Y,5,14.848468782657337,Africa (Central),Angola,AGO
AO,L1Y,6,6.499055267929799,Africa (Central),Angola,AGO
AO,L1Y,7,5.598222839428428,Africa (Central),Angola,AGO
AO,L1Y,8,5.665057854020041,Africa (Central),Angola,AGO
AO,L1Y,9,6.732478041555989,Africa (Central),Angola,AGO
AO,L1Y,10,9.562694072952187,Africa (Central),Angola,AGO
AO,L1Y,11,11.66145420680581,Africa (Central),Angola,AGO
AO,L1Y,12,14.302656973701389,Africa (Central),Angola,AGO
AO,L3Y,1,15.25468936193643,Africa (Central),Angola,AGO
AO,L3Y,2,14.770395414777429,Africa (Central),Angola,AGO
AO,L3Y,3,14.111057048981973,Africa (Central),Angola,AGO
AO,L3Y,4,14.169703309982248,Africa (Central),Angola,AGO
AO,L3Y,5,12.09210910381252,Africa (Central),Angola,AGO
AO,L3Y,6,7.570800512119858,Africa (Central),Angola,AGO
AO,L3Y,7,5.885505489789059,Africa (Central),Angola,AGO
AO,L3Y,8,5.718418898109159,Africa (Central),Angola,AGO
AO,L3Y,9,8.398894252714296,Africa (Central),Angola,AGO
AO,L3Y,10,9.58452590318999,Africa (Central),Angola,AGO
AO,L3Y,11,11.731670554005976,Africa (Central),Angola,AGO
AO,L3Y,12,14.651209012301456,Africa (Central),Angola,AGO
AO,L5Y,1,15.237121343258949,Africa (Central),Angola,AGO
AO,L5Y,2,14.801853301281652,Africa (Central),Angola,AGO
AO,L5Y,3,14.046871941670638,Africa (Central),Angola,AGO
AO,L5Y,4,14.407285156451579,Africa (Central),Angola,AGO
AO,L5Y,5,11.308734337808714,Africa (Central),Angola,AGO
AO,L5Y,6,7.866100200407022,Africa (Central),Angola,AGO
AO,L5Y,7,6.089243494079153,Africa (Central),Angola,AGO
AO,L5Y,8,5.990651785353363,Africa (Central),Angola,AGO
AO,L5Y,9,7.645534266143053,Africa (Central),Angola,AGO
AO,L5Y,10,9.691395266075993,Africa (Central),Angola,AGO
AO,L5Y,11,12.182243994012264,Africa (Central),Angola,AGO
AO,L5Y,12,14.436732264133882,Africa (Central),Angola,AGO
AR,L10Y,1,9.357176379720004,Americas (South),Argentina,ARG
AR,L10Y,2,9.853822838534521,Americas (South),Argentina,ARG
AR,L10Y,3,9.730864019417785,Americas (South),Argentina,ARG
AR,L10Y,4,9.23313129750056,Americas (South),Argentina,ARG
AR,L10Y,5,6.808703584711318,Americas (South),Argentina,ARG
AR,L10Y,6,5.129282415820379,Americas (South),Argentina,ARG
AR,L10Y,7,4.9745326955200175,Americas (South),Argentina,ARG
AR,L10Y,8,4.954719483022909,Americas (South),Argentina,ARG
AR,L10Y,9,5.321803192417607,Americas (South),Argentina,ARG
AR,L10Y,10,5.920495234078494,Americas (South),Argentina,ARG
AR,L10Y,11,7.209549994948378,Americas (South),Argentina,ARG
AR,L10Y,12,7.69099417696266,Americas (South),Argentina,ARG
AR,L1Y,1,7.662779964110745,Americas (South),Argentina,ARG
AR,L1Y,2,9.033873301815705,Americas (South),Argentina,ARG
AR,L1Y,3,10.921752146669789,Americas (South),Argentina,ARG
AR,L1Y,4,8.265304211944033,Americas (South),Argentina,ARG
AR,L1Y,5,6.705972191852117,Americas (South),Argentina,ARG
AR,L1Y,6,5.198586103945738,Americas (South),Argentina,ARG
AR,L1Y,7,3.731357873085662,Americas (South),Argentina,ARG
AR,L1Y,8,3.8397189597657757,Americas (South),Argentina,ARG
AR,L1Y,9,6.824654149635556,Americas (South),Argentina,ARG
AR,L1Y,10,5.436504701068986,Americas (South),Argentina,ARG
AR,L1Y,11,8.016940862369852,Americas (South),Argentina,ARG
AR,L1Y,12,7.389872207508084,Americas (South),Argentina,ARG
AR,L3Y,1,9.734734056322054,Americas (South),Argentina,ARG
AR,L3Y,2,9.662221535029312,Americas (South),Argentina,ARG
AR,L3Y,3,9.463792783332597,Americas (South),Argentina,ARG
AR,L3Y,4,9.929110260120892,Americas (South),Argentina,ARG
AR,L3Y,5,6.438980941483598,Americas (South),Argentina,ARG
AR,L3Y,6,5.040192766434681,Americas (South),Argentina,ARG
AR,L3Y,7,3.9057596582542056,Americas (South),Argentina,ARG
AR,L3Y,8,4.402656011054429,Americas (South),Argentina,ARG
AR,L3Y,9,4.910721886268966,Americas (South),Argentina,ARG
AR,L3Y,10,5.12638536738263,Americas (South),Argentina,ARG
AR,L3Y,11,7.366998358622747,Americas (South),Argentina,ARG
AR,L3Y,12,7.4991278088802416,Americas (South),Argentina,ARG
AR,L5Y,1,9.679820495169142,Americas (South),Argentina,ARG
AR,L5Y,2,9.970510322452704,Americas (South),Argentina,ARG
AR,L5Y,3,9.748856266740065,Americas (South),Argentina,ARG
AR,L5Y,4,9.965712763863895,Americas (South),Argentina,ARG
AR,L5Y,5,6.848759266592131,Americas (South),Argentina,ARG
AR,L5Y,6,4.833001601614352,Americas (South),Argentina,ARG
AR,L5Y,7,4.692846596847173,Americas (South),Argentina,ARG
AR,L5Y,8,4.391897213682087,Americas (South),Argentina,ARG
AR,L5Y,9,4.973048726146713,Americas (South),Argentina,ARG
AR,L5Y,10,5.502788415337805,Americas (South),Argentina,ARG
AR,L5Y,11,7.077230662908231,Americas (South),Argentina,ARG
AR,L5Y,12,7.595054516100062,Americas (South),Argentina,ARG
AM,L10Y,1,2.902730375961935,Middle East,Armenia,ARM
AM,L10Y,2,2.8145143653358295,Middle East,Armenia,ARM
AM,L10Y,3,3.464434340977679,Middle East,Armenia,ARM
AM,L10Y,4,4.396579019844572,Middle East,Armenia,ARM
AM,L10Y,5,5.946642313494979,Middle East,Armenia,ARM
AM,L10Y,6,6.889886846547713,Middle East,Armenia,ARM
AM,L10Y,7,8.42530735656625,Middle East,Armenia,ARM
AM,L10Y,8,9.696195503220673,Middle East,Armenia,ARM
AM,L10Y,9,8.3258474465497,Middle East,Armenia,ARM
AM,L10Y,10,6.138097693209196,Middle East,Armenia,ARM
AM,L10Y,11,4.925696613810285,Middle East,Armenia,ARM
AM,L10Y,12,4.2538718020898285,Middle East,Armenia,ARM
AM,L1Y,1,2.391159649999563,Middle East,Armenia,ARM
AM,L1Y,2,3.2951487612683024,Middle East,Armenia,ARM
AM,L1Y,3,3.1037955618906743,Middle East,Armenia,ARM
AM,L1Y,4,5.178599417058183,Middle East,Armenia,ARM
AM,L1Y,5,7.6978998277759745,Middle East,Armenia,ARM
AM,L1Y,6,6.601909152647619,Middle East,Armenia,ARM
AM,L1Y,7,9.597173300559975,Middle East,Armenia,ARM
AM,L1Y,8,11.53692714659735,Middle East,Armenia,ARM
AM,L1Y,9,6.212227718791932,Middle East,Armenia,ARM
AM,L1Y,10,6.935824723604924,Middle East,Armenia,ARM
AM,L1Y,11,6.621244372905596,Middle East,Armenia,ARM
AM,L1Y,12,4.720022580538211,Middle East,Armenia,ARM
AM,L3Y,1,2.6514762657382396,Middle East,Armenia,ARM
AM,L3Y,2,3.2195677747395735,Middle East,Armenia,ARM
AM,L3Y,3,3.1168250410118126,Middle East,Armenia,ARM
AM,L3Y,4,4.938898190611172,Middle East,Armenia,ARM
AM,L3Y,5,6.654806528371186,Middle East,Armenia,ARM
AM,L3Y,6,6.539646000892101,Middle East,Armenia,ARM
AM,L3Y,7,7.729562220917276,Middle East,Armenia,ARM
AM,L3Y,8,10.021994144106868,Middle East,Armenia,ARM
AM,L3Y,9,7.661280631343714,Middle East,Armenia,ARM
AM,L3Y,10,6.260290556865338,Middle East,Armenia,ARM
AM,L3Y,11,5.058204474557034,Middle East,Armenia,ARM
AM,L3Y,12,4.564089184852212,Middle East,Armenia,ARM
AM,L5Y,1,3.065338292697669,Middle East,Armenia,ARM
AM,L5Y,2,2.7418010146970153,Middle East,Armenia,ARM
AM,L5Y,3,3.3305755300373576,Middle East,Armenia,ARM
AM,L5Y,4,4.8968392198983155,Middle East,Armenia,ARM
AM,L5Y,5,6.257530000022392,Middle East,Armenia,ARM
AM,L5Y,6,6.761995838985484,Middle East,Armenia,ARM
AM,L5Y,7,7.880606908924801,Middle East,Armenia,ARM
AM,L5Y,8,9.87252063317649,Middle East,Armenia,ARM
AM,L5Y,9,7.852703346200914,Middle East,Armenia,ARM
AM,L5Y,10,6.389902283277601,Middle East,Armenia,ARM
AM,L5Y,11,4.975147121445981,Middle East,Armenia,ARM
AM,L5Y,12,4.55071893856343,Middle East,Armenia,ARM
AU,L10Y,1,10.041726183514573,Oceania,Australia,AUS
AU,L10Y,2,11.143640182118988,Oceania,Australia,AUS
AU,L10Y,3,10.814717422255383,Oceania,Australia,AUS
AU,L10Y,4,8.787965449454253,Oceania,Australia,AUS
AU,L10Y,5,7.366953748500496,Oceania,Australia,AUS
AU,L10Y,6,6.737346379374607,Oceania,Australia,AUS
AU,L10Y,7,5.757955869983036,Oceania,Australia,AUS
AU,L10Y,8,5.222622859591549,Oceania,Australia,AUS
AU,L10Y,9,5.6533384905351065,Oceania,Australia,AUS
AU,L10Y,10,6.212510879972897,Oceania,Australia,AUS
AU,L10Y,11,7.740563416446365,Oceania,Australia,AUS
AU,L10Y,12,9.086025672927859,Oceania,Australia,AUS
AU,L1Y,1,10.997821318182742,Oceania,Australia,AUS
AU,L1Y,2,12.200963509235622,Oceania,Australia,AUS
AU,L1Y,3,9.7572892167253,Oceania,Australia,AUS
AU,L1Y,4,7.258879676006218,Oceania,Australia,AUS
AU,L1Y,5,7.395219574288276,Oceania,Australia,AUS
AU,L1Y,6,7.5572342986827845,Oceania,Australia,AUS
AU,L1Y,7,6.542272970438661,Oceania,Australia,AUS
AU,L1Y,8,6.465479828139469,Oceania,Australia,AUS
AU,L1Y,9,6.158081255610646,Oceania,Australia,AUS
AU,L1Y,10,6.760751625555523,Oceania,Australia,AUS
AU,L1Y,11,9.58383231746092,Oceania,Australia,AUS
AU,L1Y,12,8.57359660833929,Oceania,Australia,AUS
AU,L3Y,1,9.577204444517617,Oceania,Australia,AUS
AU,L3Y,2,11.771860086592056,Oceania,Australia,AUS
AU,L3Y,3,9.993656428938127,Oceania,Australia,AUS
AU,L3Y,4,8.319971244228634,Oceania,Australia,AUS
AU,L3Y,5,7.150347988070513,Oceania,Australia,AUS
AU,L3Y,6,6.185323523005458,Oceania,Australia,AUS
AU,L3Y,7,6.099370112560999,Oceania,Australia,AUS
AU,L3Y,8,5.339712984170691,Oceania,Australia,AUS
AU,L3Y,9,5.306494553371317,Oceania,Australia,AUS
AU,L3Y,10,6.243600690805664,Oceania,Australia,AUS
AU,L3Y,11,8.07123181931254,Oceania,Australia,AUS
AU,L3Y,12,8.213298985650061,Oceania,Australia,AUS
AU,L5Y,1,10.432475421602444,Oceania,Australia,AUS
AU,L5Y,2,12.021380629402131,Oceania,Australia,AUS
AU,L5Y,3,10.176164758167916,Oceania,Australia,AUS
AU,L5Y,4,8.227953907882574,Oceania,Australia,AUS
AU,L5Y,5,7.033203323368923,Oceania,Australia,AUS
AU,L5Y,6,5.6891500146906555,Oceania,Australia,AUS
AU,L5Y,7,6.031527103084627,Oceania,Australia,AUS
AU,L5Y,8,5.268119339529563,Oceania,Australia,AUS
AU,L5Y,9,5.267442971294872,Oceania,Australia,AUS
AU,L5Y,10,6.510452774270518,Oceania,Australia,AUS
AU,L5Y,11,7.7881630484246225,Oceania,Australia,AUS
AU,L5Y,12,8.871252740994723,Oceania,Australia,AUS
AT,L10Y,1,3.3672310370370275,Europe (West),Austria,AUT
AT,L10Y,2,3.6834929387029796,Europe (West),Austria,AUT
AT,L10Y,3,3.5680013932782666,Europe (West),Austria,AUT
AT,L10Y,4,4.03097960099444,Europe (West),Austria,AUT
AT,L10Y,5,5.8921799965700465,Europe (West),Austria,AUT
AT,L10Y,6,7.739171444656869,Europe (West),Austria,AUT
AT,L10Y,7,9.102734039763085,Europe (West),Austria,AUT
AT,L10Y,8,9.975150433248158,Europe (West),Austria,AUT
AT,L10Y,9,8.838034308179102,Europe (West),Austria,AUT
AT,L10Y,10,7.038037244812236,Europe (West),Austria,AUT
AT,L10Y,11,5.351231388890972,Europe (West),Austria,AUT
AT,L10Y,12,3.490431313941311,Europe (West),Austria,AUT
AT,L1Y,1,2.8684508440663183,Europe (West),Austria,AUT
AT,L1Y,2,3.1073852369654964,Europe (West),Austria,AUT
AT,L1Y,3,3.55304056341496,Europe (West),Austria,AUT
AT,L1Y,4,5.062953184698758,Europe (West),Austria,AUT
AT,L1Y,5,6.344518090142448,Europe (West),Austria,AUT
AT,L1Y,6,4.8226584327115125,Europe (West),Austria,AUT
AT,L1Y,7,7.729976162966777,Europe (West),Austria,AUT
AT,L1Y,8,10.744438099014653,Europe (West),Austria,AUT
AT,L1Y,9,6.169906833297888,Europe (West),Austria,AUT
AT,L1Y,10,6.456033271259453,Europe (West),Austria,AUT
AT,L1Y,11,5.982511105304931,Europe (West),Austria,AUT
AT,L1Y,12,4.073350569199493,Europe (West),Austria,AUT
AT,L3Y,1,3.2925385284980857,Europe (West),Austria,AUT
AT,L3Y,2,3.818768155889801,Europe (West),Austria,AUT
AT,L3Y,3,4.109627847515428,Europe (West),Austria,AUT
AT,L3Y,4,3.896236521955201,Europe (West),Austria,AUT
AT,L3Y,5,5.241428872493234,Europe (West),Austria,AUT
AT,L3Y,6,6.349191588671747,Europe (West),Austria,AUT
AT,L3Y,7,10.315303890778374,Europe (West),Austria,AUT
AT,L3Y,8,10.286571104812694,Europe (West),Austria,AUT
AT,L3Y,9,8.314840834124434,Europe (West),Austria,AUT
AT,L3Y,10,7.048343889534128,Europe (West),Austria,AUT
AT,L3Y,11,5.474418306125912,Europe (West),Austria,AUT
AT,L3Y,12,3.3445322942968354,Europe (West),Austria,AUT
AT,L5Y,1,3.201304270313221,Europe (West),Austria,AUT
AT,L5Y,2,3.8720384506357934,Europe (West),Austria,AUT
AT,L5Y,3,3.3287592215118553,Europe (West),Austria,AUT
AT,L5Y,4,4.281495976955352,Europe (West),Austria,AUT
AT,L5Y,5,5.168388151934695,Europe (West),Austria,AUT
AT,L5Y,6,7.936462581985864,Europe (West),Austria,AUT
AT,L5Y,7,9.06667290138291,Europe (West),Austria,AUT
AT,L5Y,8,10.769043615452082,Europe (West),Austria,AUT
AT,L5Y,9,8.947974341225255,Europe (West),Austria,AUT
AT,L5Y,10,6.808725698201333,Europe (West),Austria,AUT
AT,L5Y,11,5.49574132953884,Europe (West),Austria,AUT
AT,L5Y,12,3.300953073468025,Europe (West),Austria,AUT
AZ,L10Y,1,4.082346712742642,Middle East,Azerbaijan,AZE
AZ,L10Y,2,3.968953577816201,Middle East,Azerbaijan,AZE
AZ,L10Y,3,4.9360806341066406,Middle East,Azerbaijan,AZE
AZ,L10Y,4,5.299792616562238,Middle East,Azerbaijan,AZE
AZ,L10Y,5,8.101820821570762,Middle East,Azerbaijan,AZE
AZ,L10Y,6,10.156040844254044,Middle East,Azerbaijan,AZE
AZ,L10Y,7,10.392334725006071,Middle East,Azerbaijan,AZE
AZ,L10Y,8,10.704962739058606,Middle East,Azerbaijan,AZE
AZ,L10Y,9,10.212457561852153,Middle East,Azerbaijan,AZE
AZ,L10Y,10,8.802249196069488,Middle East,Azerbaijan,AZE
AZ,L10Y,11,6.961258765091115,Middle East,Azerbaijan,AZE
AZ,L10Y,12,5.532178074270634,Middle East,Azerbaijan,AZE
AZ,L1Y,1,3.9616675811947664,Middle East,Azerbaijan,AZE
AZ,L1Y,2,5.0300597800055975,Middle East,Azerbaijan,AZE
AZ,L1Y,3,4.234559922085958,Middle East,Azerbaijan,AZE
AZ,L1Y,4,5.639989855883941,Middle East,Azerbaijan,AZE
AZ,L1Y,5,9.274369294596806,Middle East,Azerbaijan,AZE
AZ,L1Y,6,10.900798130827663,Middle East,Azerbaijan,AZE
AZ,L1Y,7,11.44005848936286,Middle East,Azerbaijan,AZE
AZ,L1Y,8,11.794967172083542,Middle East,Azerbaijan,AZE
AZ,L1Y,9,11.183189842077708,Middle East,Azerbaijan,AZE
AZ,L1Y,10,7.342537923866137,Middle East,Azerbaijan,AZE
AZ,L1Y,11,8.401336823000447,Middle East,Azerbaijan,AZE
AZ,L1Y,12,6.336135505976722,Middle East,Azerbaijan,AZE
AZ,L3Y,1,4.125220241550712,Middle East,Azerbaijan,AZE
AZ,L3Y,2,4.758046475351139,Middle East,Azerbaijan,AZE
AZ,L3Y,3,4.067149105869468,Middle East,Azerbaijan,AZE
AZ,L3Y,4,5.862228588773793,Middle East,Azerbaijan,AZE
AZ,L3Y,5,8.822003638422546,Middle East,Azerbaijan,AZE
AZ,L3Y,6,9.383773816173761,Middle East,Azerbaijan,AZE
AZ,L3Y,7,9.196290351515055,Middle East,Azerbaijan,AZE
AZ,L3Y,8,11.355043320753946,Middle East,Azerbaijan,AZE
AZ,L3Y,9,10.123204422070527,Middle East,Azerbaijan,AZE
AZ,L3Y,10,8.004160502966906,Middle East,Azerbaijan,AZE
AZ,L3Y,11,7.854262975583666,Middle East,Azerbaijan,AZE
AZ,L3Y,12,5.783120624017691,Middle East,Azerbaijan,AZE
